Epoch,Content Loss,Adversarial Loss,Train SNR,Valid SNR,Train PSNR,Valid PSNR,Train SSIM,Valid SSIM
19,0.014551904983818531,5.401324272155762,13.534051536917687,13.487918128569921,19.719081373506665,19.658469308304227,0.45135476896166804,0.44199062426884966
20,0.016323937103152275,5.493253231048584,13.49430726826191,13.43334572116534,19.67933704363798,19.60389695798825,0.4393712681233883,0.42832820723454157
21,0.011804508976638317,5.482556343078613,13.40723791539669,13.359941522280375,19.592267771425696,19.530492752646044,0.45049232059717176,0.4410214614371459
22,0.01680818386375904,5.517705917358398,13.677291839122772,13.641343504190445,19.8623217137468,19.811894728820263,0.4675345884859562,0.4605381206174691
23,0.012275352142751217,5.347213268280029,13.554419350028038,13.521696843703587,19.739449181713802,19.692248044511473,0.4506795544922352,0.4443286179502805
24,0.014537058770656586,1.537125587463379,12.729932261109353,12.73924298385779,18.91496209632132,18.909794181650827,0.4080038328766823,0.4005902136365573
25,0.010659730061888695,4.233168601989746,13.629928654432296,13.601147937774659,19.814958495311362,19.77169917047017,0.4595940307080746,0.4510408300658067
26,0.01290054153650999,3.9038805961608887,13.155822182893752,13.10551937421163,19.34085203572431,19.276070583461465,0.401112269192934,0.39328747366865474
27,0.013433994725346565,3.618533134460449,13.243573434352875,13.211506499846775,19.42860328503716,19.382057729236095,0.4153767138421535,0.40854262113571166
28,0.01897120289504528,0.06292891502380371,12.399194875955581,12.38009921014309,18.584224690364895,18.55065044110985,0.36712855714559556,0.3600428298612436
29,0.007984028197824955,3.7940382957458496,12.578553602695465,12.568075057864188,18.763583472851575,18.738626312904497,0.3871670525968075,0.381654936298728
30,0.016111817210912704,4.106689453125,13.545807268619537,13.512056696414948,19.730837078193744,19.68260793580108,0.45432485726475713,0.4457369378209114
31,0.01578771136701107,4.154364585876465,13.546338719129562,13.50494612455368,19.731368564220293,19.675497349273197,0.4331962883472443,0.424505824247996
32,0.008049226365983486,4.818459510803223,13.18336936533451,13.10111267765363,19.36839922767053,19.271663922242347,0.3792052560597658,0.3717906547089418
33,0.013660453259944916,4.515164375305176,13.012769601941109,12.898643618822097,19.197799433684647,19.069194839348558,0.37418081836402417,0.3642776161432266
34,0.008725110441446304,4.886703014373779,13.120593571066856,13.01323881149292,19.30562339288696,19.183790038320378,0.38602526219189165,0.3751639781147242
35,0.009431052021682262,4.9981818199157715,13.199972766637803,13.09855286280314,19.385002614708075,19.26910403037076,0.3948402806818485,0.38383673422038556
36,0.02066175825893879,4.417159080505371,13.28243428170681,13.190177734692892,19.467464109005128,19.360728966166523,0.4058332253098488,0.3939843614399433
37,0.013102811761200428,4.708853244781494,13.424684112668038,13.35479443271955,19.609713951830393,19.525345655483278,0.42328759226202967,0.41150354747970896
38,0.014004206284880638,4.733306884765625,13.525898551940918,13.469319552183151,19.71092840325952,19.639870736909025,0.43748567283153533,0.42635271822412807
39,0.018282676115632057,4.865985870361328,13.596552317738533,13.547912710905075,19.781582093672014,19.718463878378586,0.4474167723655701,0.43707163323958714
40,0.007876832038164139,5.071889400482178,13.654440370202064,13.611987560987473,19.839470188172914,19.78253876027208,0.4567597046792507,0.4470702754954497
41,0.011576882563531399,4.859482765197754,13.692334284186364,13.652782416343689,19.87736413895033,19.823333600423734,0.4624781197011471,0.45321529303987823
42,0.014699096791446209,4.938057899475098,13.72172573029995,13.684118034442266,19.906755538671447,19.854669212812198,0.46784048557281493,0.45871524115403495
43,0.022386459633708,4.851503372192383,13.74002261519432,13.70408315261205,19.92505245550834,19.874634418341163,0.47092693895101545,0.46196057269970575
44,0.011400490067899227,4.815718650817871,13.760546478629113,13.72603502869606,19.945576299576636,19.896586269993925,0.47468662148714064,0.4657321674625079
45,0.013850715011358261,4.795375823974609,13.77523654460907,13.741664598385492,19.96026639761617,19.912215771196877,0.4770782378911972,0.4681778052945932
46,0.02090783230960369,4.805509567260742,13.786721305251122,13.75370368162791,19.97175113080876,19.924254866383606,0.4795437305867672,0.4706898544728756
47,0.013930696994066238,5.170324325561523,13.796394183039665,13.763977565368016,19.981424036349726,19.934528795361206,0.48129057228565214,0.4724882565438747
48,0.01179420668631792,4.988337516784668,13.806473778486252,13.77492199341456,19.991503585379462,19.945473256237104,0.4828717208206654,0.4741454086701075
49,0.014219166710972786,5.144199371337891,13.81523055255413,13.783940861622492,20.000260350529906,19.95449208963472,0.48440363389253616,0.47569958289464315
50,0.011571201495826244,4.9812703132629395,13.82285752415657,13.792384845018386,20.007887371881093,19.962936072227613,0.48567855140566824,0.4770571393767993
51,0.011092005297541618,4.87453031539917,13.829108889102935,13.798739566405613,20.01413877793104,19.969290777947155,0.487037622153759,0.47847122882803284
52,0.019956042990088463,4.900620937347412,13.835886654853821,13.805738814671834,20.020916479900045,19.976290067479887,0.4882354357242584,0.47965257152915003
53,0.01529628038406372,4.968543529510498,13.84076421201229,13.81076033314069,20.02579406196343,19.981311562759764,0.48890572863817217,0.48034422273437183
54,0.012362618930637836,5.17436408996582,13.845894349217415,13.816119056940078,20.03092417310898,19.98667027980731,0.4899311624467373,0.4814402526120345
55,0.017677076160907745,4.999115943908691,13.852192806005478,13.822999747594197,20.03722267845403,19.99355087653924,0.490796941280365,0.4823563951253891
56,0.008955908007919788,5.147648811340332,13.856948855519295,13.827944040298462,20.04197869733846,19.998495250805814,0.4916380600631237,0.48330144638816513
57,0.0163906030356884,5.213434219360352,13.862310698628425,13.8339439590772,20.047340540060574,20.004495181743206,0.4923587776720524,0.4840707945326964
58,0.03154384717345238,4.774874210357666,13.861452576518058,13.832694015900294,20.04648239699349,20.00324521384821,0.4932550345361233,0.4849116741120815
59,0.01376368198543787,5.203819274902344,13.867497527599335,13.83910489877065,20.052527371060105,20.009656079385344,0.493481946349144,0.48514381105701126
60,0.013022705912590027,5.09095573425293,13.874095324873924,13.846235573291779,20.059125158777782,20.016786762999864,0.4943067612051964,0.4860083094239235
61,0.014334114268422127,4.988242149353027,13.874497824311256,13.846662187576294,20.059527638985447,20.01721339851091,0.49435518899559977,0.486078912516435
62,0.007295752875506878,5.460551738739014,13.874898295402527,13.847097239891689,20.059928103310224,20.01764841054202,0.4943643347620964,0.48610987861951194
63,0.007013277150690556,5.2673659324646,13.875160899758338,13.847324283917745,20.060190755613817,20.017875500691616,0.494420630633831,0.486178142974774
64,0.004210976418107748,5.519867897033691,13.875358945131302,13.8474991162618,20.0603887977994,20.01805036106238,0.494502936899662,0.48625347087780635
65,0.017468417063355446,5.224529266357422,13.875998257994652,13.848103936513265,20.06102807776178,20.01865512546689,0.4945986400842667,0.4863432268798351
66,0.01071289461106062,5.209954738616943,13.876429552435875,13.848637296756108,20.061459412088524,20.019188508756336,0.49462516474723817,0.48638735329111416
67,0.01461299043148756,5.452413558959961,13.876987756490708,13.849256064494451,20.062017580450007,20.019807293019188,0.49470073065161707,0.4864650845527649
68,0.015056956559419632,5.1761250495910645,13.877324489951134,13.849564431111018,20.06235434844273,20.020115674474987,0.4947762453854084,0.4865515285730362
69,0.023014750331640244,5.245359897613525,13.877896643280984,13.850133935610453,20.062926521972717,20.02068513383959,0.49484091079235076,0.48660606662432354
70,0.015646379441022873,5.321795463562012,13.878362721800805,13.850659336646398,20.06339252060653,20.021210550220356,0.4949302942156792,0.48671249970793723
71,0.005843545775860548,5.455499649047852,13.878871240615844,13.851211941242218,20.06390103505419,20.02176312493748,0.49499017986655236,0.4867757241924604
72,0.02282811515033245,5.12541389465332,13.878919096589089,13.851161084572475,20.063948900024112,20.02171226574335,0.4950536461472511,0.48683141628901166
73,0.013310935348272324,5.376016616821289,13.879042301774025,13.85131523211797,20.064072150651825,20.02186642232862,0.4950439800620079,0.48680932079752287
74,0.016078725457191467,4.909934043884277,13.879455958008766,13.851652103662492,20.064485789332515,20.02220330900678,0.4951372975409031,0.4869121938943863
75,0.0118238665163517,5.1855363845825195,13.880110865831375,13.85233088930448,20.06514068790319,20.022882115593916,0.49520321491360664,0.4869747662047545
76,0.011671827174723148,4.979355812072754,13.880737309455872,13.853010851144791,20.065767153029675,20.023562053178274,0.4952810380458832,0.48706954061985014
77,0.018403181806206703,5.375619888305664,13.880939608216286,13.853175344069799,20.065969386279736,20.023726533760122,0.49531553664803507,0.4871021913488706
78,0.01683174818754196,5.457698822021484,13.881735145449639,13.854142594337464,20.066764970986135,20.024693797274463,0.4954176494181156,0.4872321016093095
79,0.013181275688111782,5.368356227874756,13.882056005597114,13.854325713713964,20.067085809670676,20.024876881023697,0.4955044179558754,0.48728878716627755
80,0.010998288169503212,5.229475021362305,13.881777797937394,13.853869954744974,20.0668076298793,20.02442113836568,0.4956221443116665,0.48740902403990427
81,0.017522087320685387,5.037304878234863,13.88284522652626,13.855126915375392,20.06787511377565,20.02567814472897,0.4956226376593113,0.4874266568819682
82,0.00868227519094944,5.254106044769287,13.883415413498879,13.855846720933915,20.06844527021725,20.026397914716703,0.49569576284289363,0.48751922393838565
83,0.02037416398525238,5.360164642333984,13.883676238656044,13.855952658255895,20.068706088376118,20.026503870440468,0.495795118868351,0.4875931291778882
84,0.013036246411502361,5.403964996337891,13.884176215529441,13.856552263100943,20.069206013207562,20.02710352360334,0.49585457614064216,0.4876761032640934
85,0.015143066644668579,5.110072612762451,13.884515073299408,13.856946216026943,20.06954490584505,20.027497467649674,0.49588101950287816,0.48770616998275124
86,0.009780426509678364,5.371409893035889,13.885335505008698,13.85775954723358,20.070365330847082,20.028310755197676,0.4960117230415344,0.48781807636221247
87,0.009435027837753296,5.10249662399292,13.885370721817017,13.857747328281402,20.070400556274155,20.028298490526883,0.49606042647361753,0.4878859967986743
88,0.008207147009670734,5.370706558227539,13.886035404205323,13.858454449971516,20.0710652019165,20.029005676653117,0.4961575468480587,0.48798442790905633
89,0.00940045714378357,5.507616996765137,13.886681793928146,13.859060247739157,20.0717116497363,20.0296114290527,0.49622739645838737,0.4880538979669412
90,0.010602704249322414,5.3762078285217285,13.886242812275887,13.858486743768056,20.071272681079325,20.029037963760118,0.49623831871151924,0.4880638062457244
91,0.015013087540864944,5.22499942779541,13.887210422754288,13.8595821082592,20.072240227901993,20.030133301066034,0.4963197538256645,0.48815188780426977
92,0.017549138516187668,5.331551551818848,13.887182247638702,13.859549232323964,20.072212075724995,20.030100476228096,0.4963103856146336,0.488144084016482
93,0.013894564472138882,5.011725425720215,13.887258447408676,13.859639108181,20.072288247710297,20.030190339462603,0.4963188424706459,0.4881564425428708
94,0.010751212947070599,4.867443561553955,13.887285396456718,13.859689017136892,20.072315233289547,20.030240207494455,0.4963143591582775,0.4881553482512633
95,0.010439381003379822,5.338923454284668,13.887357304096222,13.859758247931799,20.07238712791417,20.0303094279219,0.4963312797546387,0.4881697898606459
96,0.0080677829682827,5.36842679977417,13.887452757954598,13.859855403502783,20.07248258381735,20.030406553102782,0.49634313985705375,0.4881812690695127
97,0.015517935156822205,5.361378192901611,13.88740567445755,13.85982813835144,20.072435508052244,20.030379361975406,0.49635358479619024,0.48819356123606367
98,0.00987249892205,4.973518371582031,13.887494830489159,13.859907829761505,20.072524679261917,20.030459023884884,0.49636558929085733,0.4882050849000613
99,0.01598239131271839,5.311328411102295,13.887573247551918,13.860001788536708,20.072603105461173,20.030552955163653,0.4963752771914005,0.48821750675638514
100,0.006706406362354755,5.270949840545654,13.887665133476258,13.860108717282612,20.072694970214798,20.03065994046626,0.49638710969686506,0.48822736645738285
